Fecha publicación;CCAA;Dosis administradas;Porcentaje de dosis administradas por 100 habitantes;Personas con al menos una dosis;Personas con pauta completa;Porcentaje con pauta completa
07/01/2022;País Vasco;4034912;184,29;1905769;1811546;82,74
18/02/2022;Canarias;4033104;179,69;1810377;1697933;75,65
17/02/2022;Canarias;4029511;179,53;1810078;1696242;75,57
22/11/2021;Castilla y Leon;4025449;168,34;2010219;1974557;82,57
21/12/2021;País Vasco;4024289;183,8;1856447;1797269;82,09
29/06/2021;C. Valenciana;4021305;79,85;2462875;1703604;33,83
05/01/2022;País Vasco;4019177;183,57;1902182;1811202;82,72
16/02/2022;Canarias;4018516;179,04;1809853;1684432;75,05
15/02/2022;Canarias;4015907;178,92;1809608;1684238;75,04
14/02/2022;Canarias;4013366;178,81;1809354;1684029;75,03
20/12/2021;País Vasco;4009115;183,11;1851302;1796686;82,06
27/08/2021;Galicia;4008240;148,52;2228431;1964106;72,78
11/02/2022;Canarias;4006426;178,5;1808629;1683300;75
19/11/2021;Castilla y Leon;4006364;167,54;2009408;1972535;82,49
04/01/2022;País Vasco;4004591;182,9;1898329;1810805;82,7
10/02/2022;Canarias;4003320;178,36;1808168;1682858;74,98
09/02/2022;Canarias;4000044;178,22;1807875;1682471;74,96
20/05/2021;Andalucía;3998361;47,14;2742890;1296470;15,28
07/06/2021;Madrid;3996892;59,16;2678036;1481329;21,93
08/02/2022;Canarias;3996509;178,06;1807506;1682008;74,94
27/05/2021;Cataluña;3995011;52,18;2778155;1258088;16,43
07/02/2022;Canarias;3992028;177,86;1807162;1681556;74,92
03/01/2022;País Vasco;3989704;182,22;1896105;1810300;82,68
06/05/2022;Castilla La Mancha;3984818;195,04;1762971;1709728;83,68
04/02/2022;Canarias;3982480;177,43;1806297;1680684;74,88
18/11/2021;Castilla y Leon;3981611;166,5;2008738;1971982;82,46
29/04/2022;Castilla La Mancha;3981399;194,87;1762449;1709943;83,69
26/08/2021;Galicia;3981108;147,52;2208103;1955204;72,45
22/04/2022;Castilla La Mancha;3977546;194,68;1761972;1708862;83,64
03/02/2022;Canarias;3977206;177,2;1805880;1680170;74,86
18/04/2022;Castilla La Mancha;3973588;194,49;1761298;1707725;83,58
02/02/2022;Canarias;3973393;177,03;1805507;1679930;74,85
08/04/2022;Castilla La Mancha;3968371;194,23;1760427;1705208;83,46
01/02/2022;Canarias;3966827;176,74;1804857;1679378;74,82
31/01/2022;Canarias;3960195;176,44;1804214;1678949;74,8
17/12/2021;País Vasco;3958634;180,8;1834999;1796584;82,05
17/11/2021;Castilla y Leon;3957983;165,52;2008335;1971587;82,45
30/12/2021;País Vasco;3957658;180,76;1890542;1800975;82,26
25/03/2022;Castilla La Mancha;3954518;193,55;1758719;1697650;83,09
25/08/2021;Galicia;3947912;146,29;2175533;1949476;72,24
18/03/2022;Castilla La Mancha;3943108;192,99;1757051;1687534;82,6
16/12/2021;País Vasco;3940855;179,99;1833958;1796271;82,04
27/01/2022;Canarias;3939797;175,53;1802216;1678033;74,76
28/01/2022;Canarias;3939797;175,53;1802216;1678033;74,76
26/05/2021;Cataluña;3934853;51,4;2736602;1236983;16,16
16/11/2021;Castilla y Leon;3934233;164,52;2008002;1971184;82,43
26/01/2022;Canarias;3931461;175,16;1801378;1677609;74,74
11/03/2022;Castilla La Mancha;3927290;192,22;1755101;1695961;83,01
28/06/2021;C. Valenciana;3926206;77,96;2461411;1609750;31,96
15/12/2021;País Vasco;3920811;179,07;1833053;1795909;82,02
24/08/2021;Galicia;3917623;145,17;2173223;1921206;71,19
25/01/2022;Canarias;3915900;174,47;1796463;1674877;74,62
19/05/2021;Andalucía;3909377;46,09;2676444;1272655;15
02/03/2021;España;3908734;8,25;;1266700;2,68
24/01/2022;Canarias;3902888;173,89;1795113;1674147;74,59
14/12/2021;País Vasco;3901622;178,2;1831959;1795818;82,02
15/11/2021;Castilla y Leon;3886361;162,52;2007011;1970287;82,39
21/01/2022;Canarias;3884435;173,07;1792642;1673650;74,57
23/08/2021;Galicia;3882775;143,87;2138818;1918681;71,1
13/12/2021;País Vasco;3880800;177,25;1831319;1795858;82,02
25/05/2021;Cataluña;3877815;50,65;2707013;1208290;15,78
04/03/2022;Castilla La Mancha;3877699;189,79;1752915;1639661;80,25
02/03/2022;Castilla La Mancha;3874974;189,66;1752520;1638914;80,22
03/03/2022;Castilla La Mancha;3874974;189,66;1752520;1638914;80,22
01/03/2022;Castilla La Mancha;3873669;189,6;1752314;1638559;80,2
20/01/2022;Canarias;3872110;172,52;1791358;1673136;74,54
28/02/2022;Castilla La Mancha;3868820;189,36;1751004;1637337;80,14
21/02/2022;Castilla La Mancha;3867017;189,27;1755818;1639656;80,25
25/02/2022;Castilla La Mancha;3866235;189,23;1750749;1637074;80,13
18/02/2022;Castilla La Mancha;3862815;189,06;1755730;1639284;80,23
23/02/2022;Castilla La Mancha;3861667;189,01;1750249;1636067;80,08
24/02/2022;Castilla La Mancha;3861667;189,01;1750249;1636067;80,08
20/08/2021;Galicia;3860145;143,04;2117393;1914211;70,93
17/02/2022;Castilla La Mancha;3859758;188,91;1755545;1638322;80,19
24/05/2021;Cataluña;3859115;50,41;2698361;1197777;15,65
22/02/2022;Castilla La Mancha;3858967;188,88;1749894;1635286;80,04
12/11/2021;Castilla y Leon;3848671;160,94;2006221;1967987;82,3
18/01/2022;Canarias;3843539;171,24;1788890;1671804;74,49
19/01/2022;Canarias;3843539;171,24;1788890;1671804;74,49
16/02/2022;Castilla La Mancha;3842151;188,05;1755227;1613086;78,95
15/02/2022;Castilla La Mancha;3841581;188,02;1754957;1613086;78,95
14/02/2022;Castilla La Mancha;3841405;188,02;1754781;1613086;78,95
11/02/2022;Castilla La Mancha;3834479;187,68;1754087;1612772;78,94
10/02/2022;Castilla La Mancha;3830876;187,5;1753571;1612518;78,92
17/01/2022;Canarias;3829778;170,63;1786855;1670973;74,45
01/03/2021;España;3829465;8,09;;1261848;2,66
18/05/2021;Andalucía;3828823;45,14;2618121;1249873;14,73
19/08/2021;Galicia;3827858;141,84;2117055;1882226;69,75
08/02/2022;Castilla La Mancha;3823057;187,12;1752824;1612054;78,9
09/02/2022;Castilla La Mancha;3823057;187,12;1752824;1612054;78,9
25/06/2021;C. Valenciana;3813367;75,72;2401669;1554646;30,87
24/06/2021;C. Valenciana;3812918;75,71;2401306;1554560;30,87
14/01/2022;Canarias;3805440;169,55;1782533;1670116;74,41
10/11/2021;Castilla y Leon;3802267;159;2004599;1965877;82,21
11/11/2021;Castilla y Leon;3802267;159;2004599;1965877;82,21
08/11/2021;Castilla y Leon;3802260;159;2004593;1965878;82,21
05/11/2021;Castilla y Leon;3802159;159;2004536;1965502;82,19
04/11/2021;Castilla y Leon;3802155;159;2004532;1965503;82,19
03/11/2021;Castilla y Leon;3801220;158,96;2004006;1965037;82,17
18/08/2021;Galicia;3799531;140,79;2116427;1854409;68,71
02/11/2021;Castilla y Leon;3799062;158,87;2002745;1962990;82,09
30/10/2021;Castilla y Leon;3799060;158,87;2002745;1962988;82,09
28/10/2021;Castilla y Leon;3795874;158,74;2000967;1961085;82,01
21/10/2021;Castilla y Leon;3793355;158,63;1999544;1959795;81,95
22/10/2021;Castilla y Leon;3793355;158,63;1999544;1959795;81,95
25/10/2021;Castilla y Leon;3793355;158,63;1999544;1959795;81,95
26/10/2021;Castilla y Leon;3793355;158,63;1999544;1959795;81,95
27/10/2021;Castilla y Leon;3793355;158,63;1999544;1959795;81,95
13/01/2022;Canarias;3791871;168,94;1780232;1669323;74,37
07/02/2022;Castilla La Mancha;3790984;185,55;1750615;1593880;78,01
19/10/2021;Castilla y Leon;3790181;158,5;1997738;1958015;81,88
20/10/2021;Castilla y Leon;3790181;158,5;1997738;1958015;81,88
18/10/2021;Castilla y Leon;3789593;158,47;1997532;1957559;81,86
15/10/2021;Castilla y Leon;3788288;158,42;1996918;1955431;81,77
14/10/2021;Castilla y Leon;3786932;158,36;1996381;1954353;81,73
13/10/2021;Castilla y Leon;3784669;158,27;1995650;1952577;81,65
04/02/2022;Castilla La Mancha;3783545;185,18;1750369;1593880;78,01
11/10/2021;Castilla y Leon;3783498;158,22;1995057;1951872;81,62
03/02/2022;Castilla La Mancha;3783164;185,17;1750094;1593880;78,01
01/02/2022;Castilla La Mancha;3782467;185,13;1749397;1593880;78,01
02/02/2022;Castilla La Mancha;3782467;185,13;1749397;1593880;78,01
31/01/2022;Castilla La Mancha;3782247;185,12;1749177;1593880;78,01
17/08/2021;Galicia;3779122;140,03;2096876;1851425;68,6
12/01/2022;Canarias;3778864;168,36;1778130;1668674;74,35
16/08/2021;Galicia;3776382;139,93;2094398;1850964;68,59
28/01/2022;Castilla La Mancha;3772595;184,65;1748159;1599997;78,31
17/05/2021;Andalucía;3768883;44,43;2577517;1229767;14,5
11/01/2022;Canarias;3764870;167,74;1775360;1667991;74,32
04/06/2021;Madrid;3764402;55,72;2522228;1316879;19,49
27/01/2022;Castilla La Mancha;3762907;184,17;1746303;1599708;78,3
26/01/2022;Castilla La Mancha;3752387;183,66;1744523;1599279;78,28
08/10/2021;Castilla y Leon;3750626;156,84;1994354;1951003;81,59
10/01/2022;Canarias;3750205;167,09;1772546;1667130;74,28
07/10/2021;Castilla y Leon;3747347;156,71;1993845;1950069;81,55
21/05/2021;Cataluña;3744065;48,91;2642992;1135792;14,84
29/12/2021;Canarias;3742726;166,75;1748354;1661825;74,04
25/01/2022;Castilla La Mancha;3742722;183,19;1742892;1599888;78,31
06/10/2021;Castilla y Leon;3742505;156,5;1992915;1949127;81,51
24/01/2022;Castilla La Mancha;3734849;182,8;1741474;1599277;78,28
13/08/2021;Galicia;3732493;138,31;2078138;1821657;67,5
10/12/2021;País Vasco;3728700;170,3;1829633;1794565;81,96
07/01/2022;Canarias;3726781;166,04;1766736;1665848;74,22
09/12/2021;País Vasco;3720983;169,95;1829227;1794157;81,94
21/01/2022;Castilla La Mancha;3719743;182,06;1738919;1598833;78,25
28/12/2021;Canarias;3718963;165,69;1743970;1661338;74,02
12/08/2021;Galicia;3718011;137,77;2076698;1808249;67
05/10/2021;Castilla y Leon;3715331;155,37;1992202;1948509;81,48
05/01/2022;Canarias;3715132;165,52;1764488;1665366;74,2
04/10/2021;Castilla y Leon;3714602;155,34;1991857;1947976;81,46
01/10/2021;Castilla y Leon;3713229;155,28;1991218;1944676;81,32
07/12/2021;País Vasco;3713060;169,59;1828696;1794119;81,94
30/09/2021;Castilla y Leon;3710526;155,17;1989976;1942456;81,23
20/01/2022;Castilla La Mancha;3707949;181,48;1736535;1598378;78,23
29/09/2021;Castilla y Leon;3707632;155,05;1988372;1940774;81,16
03/06/2021;Madrid;3707594;54,88;2496333;1284236;19,01
28/09/2021;Castilla y Leon;3704407;154,91;1986920;1938721;81,07
27/09/2021;Castilla y Leon;3702060;154,81;1986421;1936688;80,99
04/01/2022;Canarias;3701192;164,9;1761544;1664750;74,17
23/06/2021;C. Valenciana;3699663;73,46;2373192;1465013;29,09
24/09/2021;Castilla y Leon;3698307;154,66;1984110;1929302;80,68
19/01/2022;Castilla La Mancha;3696661;180,93;1733576;1597887;78,21
27/12/2021;Canarias;3696506;164,69;1739482;1660849;74
23/09/2021;Castilla y Leon;3695716;154,55;1982515;1927346;80,6
22/09/2021;Castilla y Leon;3691118;154,36;1981082;1923839;80,45
03/12/2021;País Vasco;3689666;168,52;1827444;1794290;81,95
29/12/2021;Castilla La Mancha;3687881;180,5;1690781;1578318;77,25
02/12/2021;País Vasco;3686752;168,38;1826538;1793908;81,93
03/01/2022;Canarias;3686323;164,24;1757987;1663983;74,14
18/01/2022;Castilla La Mancha;3685941;180,41;1730755;1597402;78,18
21/09/2021;Castilla y Leon;3683532;154,04;1978655;1917674;80,19
11/08/2021;Galicia;3682283;136,45;2041668;1804606;66,87
20/05/2021;Cataluña;3677104;48,03;2586988;1123529;14,68
20/09/2021;Castilla y Leon;3676926;153,76;1976809;1912497;79,98
17/01/2022;Castilla La Mancha;3674292;179,84;1726410;1593839;78,01
01/12/2021;País Vasco;3674280;167,81;1825833;1793695;81,92
14/05/2021;Andalucía;3667630;43,24;2511506;1192771;14,06
17/09/2021;Castilla y Leon;3666332;153,32;1973116;1896170;79,29
23/12/2021;Canarias;3663528;163,22;1732647;1660163;73,97
30/11/2021;País Vasco;3661316;167,22;1825172;1793390;81,91
16/09/2021;Castilla y Leon;3654875;152,84;1970283;1886940;78,91
02/06/2021;Madrid;3654009;54,09;2471633;1254274;18,57
14/01/2022;Castilla La Mancha;3652014;178,75;1717583;1593138;77,98
28/12/2021;Castilla La Mancha;3650714;178,68;1688732;1578318;77,25
27/12/2021;Castilla La Mancha;3650616;178,68;1688698;1578233;77,25
15/09/2021;Castilla y Leon;3648481;152,57;1968511;1881226;78,67
10/08/2021;Galicia;3646647;135,13;2006531;1800770;66,73
09/08/2021;Galicia;3645836;135,1;2006148;1800027;66,7
22/12/2021;Canarias;3644703;162,39;1728546;1659577;73,94
30/12/2021;Canarias;3643784;162,34;1748354;1661825;74,04
29/11/2021;País Vasco;3641513;166,32;1824054;1792626;81,87
14/09/2021;Castilla y Leon;3636901;152,09;1964029;1873615;78,35
13/01/2022;Castilla La Mancha;3634873;177,91;1711830;1592534;77,95
23/12/2021;Castilla La Mancha;3633382;177,83;1686541;1578121;77,24
22/06/2021;C. Valenciana;3632418;72,13;2344812;1419161;28,18
26/11/2021;País Vasco;3631363;165,85;1823324;1792010;81,85
13/09/2021;Castilla y Leon;3628666;151,74;1962093;1866607;78,06
21/12/2021;Canarias;3622292;161,39;1724362;1658971;73,91
12/01/2022;Castilla La Mancha;3618285;177,1;1706510;1591820;77,91
19/05/2021;Cataluña;3610271;47,16;2528296;1114139;14,55
06/08/2021;Galicia;3609372;133,74;1990794;1777089;65,85
10/09/2021;Castilla y Leon;3609168;150,93;1959707;1842296;77,04
21/06/2021;C. Valenciana;3607658;71,63;2338084;1396630;27,73
26/02/2021;España;3605635;7,61;;1243783;2,63
11/01/2022;Castilla La Mancha;3605148;176,45;1703188;1591218;77,88
20/12/2021;Canarias;3602020;160,48;1719847;1658359;73,89
01/06/2021;Madrid;3601104;53,31;2444639;1227286;18,17
22/12/2021;Castilla La Mancha;3599034;176,15;1677280;1577977;77,23
10/01/2022;Castilla La Mancha;3593998;175,91;1701192;1589719;77,81
09/09/2021;Castilla y Leon;3592268;150,22;1956788;1827859;76,44
08/09/2021;Castilla y Leon;3583803;149,87;1954944;1820878;76,15
07/01/2022;Castilla La Mancha;3577478;175,1;1696975;1589184;77,78
05/08/2021;Galicia;3577289;132,56;1959579;1773279;65,71
25/11/2021;País Vasco;3577080;163,38;1822596;1791697;81,83
07/09/2021;Castilla y Leon;3571921;149,37;1950474;1811957;75,77
18/06/2021;C. Valenciana;3570491;70,9;2317863;1377972;27,36
05/01/2022;Castilla La Mancha;3569135;174,69;1696226;1588801;77,76
24/11/2021;País Vasco;3566777;162,9;1821808;1791202;81,81
21/12/2021;Castilla La Mancha;3565043;174,49;1643295;1577970;77,23
06/09/2021;Castilla y Leon;3564209;149,05;1945282;1807776;75,6
17/12/2021;Canarias;3563107;158,75;1704236;1657257;73,84
04/01/2022;Castilla La Mancha;3560098;174,25;1695413;1588415;77,74
31/05/2021;Madrid;3557679;52,66;2420499;1200513;17,77
23/11/2021;País Vasco;3557453;162,48;1821378;1790882;81,79
04/08/2021;Galicia;3555201;131,74;1959025;1751554;64,9
20/12/2021;Castilla La Mancha;3552132;173,86;1642645;1577827;77,23
03/01/2022;Castilla La Mancha;3551873;173,84;1694622;1588009;77,72
13/05/2021;Andalucía;3551351;41,87;2442005;1144670;13,49
16/12/2021;Canarias;3548559;158,1;1703273;1656706;73,81
22/11/2021;País Vasco;3547155;162,01;1820592;1790347;81,77
03/09/2021;Castilla y Leon;3546678;148,32;1943844;1791464;74,92
18/05/2021;Cataluña;3543744;46,29;2473222;1101895;14,39
19/11/2021;País Vasco;3536084;161,5;1819103;1789284;81,72
15/12/2021;Canarias;3534585;157,48;1702272;1656088;73,78
02/09/2021;Castilla y Leon;3529550;147,6;1942165;1775575;74,25
18/11/2021;País Vasco;3525610;161,02;1818466;1788453;81,68
03/08/2021;Galicia;3523521;130,56;1927716;1748125;64,78
30/12/2021;Castilla La Mancha;3523262;172,44;1690781;1578318;77,25
02/08/2021;Galicia;3521465;130,49;1926542;1746825;64,73
01/09/2021;Castilla y Leon;3518443;147,13;1938424;1767571;73,92
14/12/2021;Canarias;3517067;156,7;1701384;1655293;73,75
17/05/2021;Cataluña;3512534;45,88;2445125;1098215;14,35
16/12/2021;Castilla La Mancha;3511588;171,87;1640970;1577632;77,22
17/12/2021;Castilla La Mancha;3511588;171,87;1640970;1577632;77,22
17/06/2021;C. Valenciana;3507158;69,64;2268072;1364147;27,09
31/08/2021;Castilla y Leon;3504703;146,56;1935396;1755588;73,42
15/11/2021;País Vasco;3500531;159,88;1817581;1787318;81,63
16/11/2021;País Vasco;3500531;159,88;1817581;1787318;81,63
17/11/2021;País Vasco;3500531;159,88;1817581;1787318;81,63
13/12/2021;Canarias;3500008;155,94;1700331;1654552;73,72
30/07/2021;Galicia;3499477;129,67;1921556;1729486;64,09
30/08/2021;Castilla y Leon;3494455;146,13;1930701;1749648;73,17
15/12/2021;Castilla La Mancha;3494219;171,02;1640098;1577408;77,21
12/11/2021;País Vasco;3492004;159,49;1817129;1786682;81,6
12/05/2021;Andalucía;3482939;41,06;2397813;1119700;13,2
11/11/2021;País Vasco;3482572;159,06;1816478;1785886;81,57
27/08/2021;Castilla y Leon;3477669;145,43;1922838;1740220;72,77
14/12/2021;Castilla La Mancha;3477620;170,21;1638809;1577285;77,2
10/11/2021;País Vasco;3474065;158,67;1816019;1785348;81,54
29/07/2021;Galicia;3473233;128,7;1896529;1726802;63,99
26/08/2021;Castilla y Leon;3462518;144,8;1912720;1734664;72,54
13/12/2021;Castilla La Mancha;3460527;169,37;1638809;1577285;77,2
28/05/2021;Madrid;3457243;51,18;2347178;1164928;17,24
08/11/2021;País Vasco;3455869;157,84;1815132;1784368;81,5
05/11/2021;País Vasco;3446182;157,4;1814427;1783243;81,45
25/08/2021;Castilla y Leon;3443738;144,01;1904876;1723196;72,06
28/07/2021;Galicia;3442249;127,55;1894260;1696002;62,84
04/11/2021;País Vasco;3437632;157,01;1813983;1782854;81,43
25/02/2021;España;3436158;7,26;;1231782;2,6
03/11/2021;País Vasco;3428730;156,6;1813539;1782382;81,41
16/06/2021;C. Valenciana;3427034;68,05;2230209;1320074;26,21
24/08/2021;Castilla y Leon;3421168;143,07;1896751;1708440;71,44
02/11/2021;País Vasco;3418321;156,12;1812576;1780975;81,34
30/10/2021;País Vasco;3412482;155,86;1812576;1780975;81,34
27/05/2021;Madrid;3410710;50,49;2319092;1139171;16,86
27/07/2021;Galicia;3409327;126,33;1862603;1692901;62,73
23/08/2021;Castilla y Leon;3405711;142,42;1890526;1698895;71,04
28/10/2021;País Vasco;3405685;155,55;1811861;1780379;81,31
11/05/2021;Andalucía;3404573;40,14;2344108;1093444;12,89
14/05/2021;Cataluña;3398325;44,39;2354256;1074195;14,03
26/07/2021;Galicia;3397700;125,9;1862443;1681335;62,3
20/08/2021;Castilla y Leon;3380353;141,36;1878089;1676744;70,12
10/12/2021;Canarias;3378103;150,51;1698815;1653675;73,68
09/12/2021;Canarias;3369416;150,12;1698084;1652908;73,64
27/10/2021;País Vasco;3368671;153,86;1811211;1779532;81,28
26/10/2021;País Vasco;3367963;153,82;1810852;1779105;81,26
25/10/2021;País Vasco;3366713;153,77;1810047;1778298;81,22
22/10/2021;País Vasco;3364904;153,68;1809382;1777326;81,18
21/10/2021;País Vasco;3363148;153,6;1808412;1776369;81,13
26/05/2021;Madrid;3362398;49,77;2291636;1117789;16,55
20/10/2021;País Vasco;3362193;153,56;1808031;1775617;81,1
19/10/2021;País Vasco;3360989;153,51;1807469;1774787;81,06
19/08/2021;Castilla y Leon;3360644;140,54;1872168;1662226;69,51
18/10/2021;País Vasco;3359655;153,44;1806754;1773884;81,02
07/12/2021;Canarias;3359493;149,68;1696938;1652196;73,61
15/10/2021;País Vasco;3357121;153,33;1805509;1772038;80,93
14/10/2021;País Vasco;3355265;153,24;1804509;1770755;80,88
13/10/2021;País Vasco;3353000;153,14;1803623;1769273;80,81
23/07/2021;Galicia;3352243;124,22;1857192;1639971;60,77
11/10/2021;País Vasco;3350920;153,05;1802396;1767597;80,73
08/10/2021;País Vasco;3347925;152,91;1801288;1766156;80,67
15/06/2021;C. Valenciana;3347509;66,47;2179433;1282020;25,46
14/06/2021;C. Valenciana;3347500;66,47;2179433;1282011;25,46
07/10/2021;País Vasco;3345719;152,81;1800058;1764638;80,6
03/12/2021;Canarias;3343937;148,98;1695234;1651388;73,58
06/10/2021;País Vasco;3342910;152,68;1799240;1763280;80,53
10/05/2021;Andalucía;3341428;39,39;2302922;1069259;12,61
10/12/2021;Castilla La Mancha;3335492;163,25;1638016;1577167;77,19
02/12/2021;Canarias;3335049;148,59;1694426;1650900;73,55
18/08/2021;Castilla y Leon;3332460;139,36;1860988;1644071;68,75
05/10/2021;País Vasco;3330555;152,12;1798234;1761111;80,43
22/07/2021;Galicia;3329892;123,39;1837831;1635927;60,62
04/10/2021;País Vasco;3328693;152,03;1797608;1759356;80,35
01/12/2021;Canarias;3326155;148,19;1693552;1650365;73,53
01/10/2021;País Vasco;3325790;151,9;1796304;1756820;80,24
30/09/2021;País Vasco;3323162;151,78;1795509;1754575;80,14
29/09/2021;País Vasco;3320456;151,65;1794307;1752402;80,04
28/09/2021;País Vasco;3318387;151,56;1793344;1750696;79,96
30/11/2021;Canarias;3316825;147,78;1692635;1650030;73,52
25/05/2021;Madrid;3314159;49,06;2263014;1097790;16,25
27/09/2021;País Vasco;3313778;151,35;1791834;1746443;79,76
13/05/2021;Cataluña;3312963;43,28;2294659;1047955;13,69
17/08/2021;Castilla y Leon;3310930;138,46;1852723;1630378;68,18
21/07/2021;Galicia;3308305;122,59;1816911;1633900;60,54
09/12/2021;Castilla La Mancha;3302219;161,63;1634270;1571305;76,91
07/12/2021;Castilla La Mancha;3299024;161,47;1633806;1571118;76,9
24/09/2021;País Vasco;3296008;150,54;1788311;1730084;79,02
29/11/2021;Canarias;3292657;146,7;1689996;1649241;73,48
16/08/2021;Castilla y Leon;3291387;137,64;1843455;1619483;67,72
13/08/2021;Castilla y Leon;3291349;137,64;1843455;1619445;67,72
23/09/2021;País Vasco;3290651;150,29;1786714;1725324;78,8
03/12/2021;Castilla La Mancha;3289838;161,02;1632952;1570780;76,88
26/11/2021;Canarias;3289595;146,56;1689910;1649200;73,48
24/02/2021;España;3284678;6,94;;1221183;2,58
20/07/2021;Galicia;3284603;121,71;1816627;1610411;59,67
22/09/2021;País Vasco;3284324;150;1785447;1719565;78,54
02/12/2021;Castilla La Mancha;3281060;160,59;1632068;1570608;76,87
19/07/2021;Galicia;3280351;121,55;1816028;1606444;59,53
11/06/2021;C. Valenciana;3279669;65,12;2149741;1238296;24,59
21/09/2021;País Vasco;3276082;149,63;1783667;1712031;78,19
01/12/2021;Castilla La Mancha;3271968;160,15;1631030;1570376;76,86
20/09/2021;País Vasco;3271272;149,41;1782628;1707475;77,99
30/11/2021;Castilla La Mancha;3265194;159,81;1630481;1570213;76,85
24/05/2021;Madrid;3264439;48,32;2229489;1081311;16,01
12/08/2021;Castilla y Leon;3263485;136,47;1824014;1609970;67,33
25/11/2021;Canarias;3261730;145,32;1689884;1649154;73,48
16/09/2021;País Vasco;3259521;148,87;1780824;1696440;77,48
17/09/2021;País Vasco;3259521;148,87;1780824;1696440;77,48
29/11/2021;Castilla La Mancha;3257796;159,45;1629911;1569923;76,84
24/11/2021;Canarias;3255373;145,04;1689162;1648628;73,45
23/11/2021;Canarias;3249329;144,77;1688430;1648222;73,43
26/11/2021;Castilla La Mancha;3245776;158,86;1629410;1570150;76,85
15/09/2021;País Vasco;3245482;148,23;1778863;1683330;76,88
22/11/2021;Canarias;3243777;144,52;1687585;1647902;73,42
14/09/2021;País Vasco;3243745;148,15;1776920;1682504;76,84
13/09/2021;País Vasco;3239430;147,95;1775557;1678662;76,67
12/05/2021;Cataluña;3238108;42,3;2237657;1029511;13,45
07/05/2021;Andalucía;3237607;38,17;2235894;1029757;12,14
19/11/2021;Canarias;3237324;144,23;1686659;1647211;73,39
11/08/2021;Castilla y Leon;3232086;135,16;1806039;1594923;66,7
18/11/2021;Canarias;3231346;143,97;1685967;1646731;73,37
25/11/2021;Castilla La Mancha;3228339;158,01;1628389;1569555;76,82
17/11/2021;Canarias;3225556;143,71;1685394;1646217;73,35
10/09/2021;País Vasco;3223182;147,21;1772377;1664223;76,01
16/07/2021;Galicia;3222038;119,39;1792056;1567816;58,09
16/11/2021;Canarias;3220281;143,48;1684980;1645837;73,33
24/11/2021;Castilla La Mancha;3218981;157,55;1627635;1569546;76,82
15/11/2021;Canarias;3215987;143,28;1684358;1645364;73,31
09/09/2021;País Vasco;3212826;146,74;1769549;1655396;75,61
23/11/2021;Castilla La Mancha;3210599;157,14;1627112;1569614;76,82
12/11/2021;Canarias;3210165;143,02;1683654;1644845;73,28
10/08/2021;Castilla y Leon;3208377;134,17;1797411;1578958;66,03
11/11/2021;Canarias;3204189;142,76;1683200;1644353;73,26
08/09/2021;País Vasco;3202972;146,29;1767474;1646870;75,22
22/11/2021;Castilla La Mancha;3202712;156,76;1626699;1569588;76,82
10/11/2021;Canarias;3198637;142,51;1682688;1643853;73,24
15/07/2021;Galicia;3194879;118,39;1790827;1540891;57,1
19/11/2021;Castilla La Mancha;3194287;156,34;1626166;1569551;76,82
07/09/2021;País Vasco;3190412;145,71;1766058;1635087;74,68
10/06/2021;C. Valenciana;3188730;63,32;2110908;1180744;23,44
09/08/2021;Castilla y Leon;3188490;133,34;1789375;1565829;65,48
08/11/2021;Canarias;3187906;142,03;1681910;1642890;73,2
05/11/2021;Canarias;3182635;141,8;1681397;1642347;73,17
18/11/2021;Castilla La Mancha;3182406;155,76;1625706;1569193;76,8
06/09/2021;País Vasco;3181952;145,33;1760821;1629868;74,44
04/11/2021;Canarias;3177840;141,58;1680926;1641838;73,15
11/05/2021;Cataluña;3174989;41,47;2187429;1015798;13,27
03/11/2021;Canarias;3172945;141,37;1680465;1641288;73,13
14/07/2021;Galicia;3167352;117,37;1766310;1534283;56,85
02/11/2021;Canarias;3166795;141,09;1679188;1639796;73,06
23/02/2021;España;3165191;6,68;;1208305;2,55
30/10/2021;Canarias;3164373;140,98;1679188;1639795;73,06
21/05/2021;Madrid;3162722;46,82;2168152;1018574;15,08
28/10/2021;Canarias;3160130;140,8;1678750;1638583;73,01
27/10/2021;Canarias;3157350;140,67;1678135;1637834;72,97
03/09/2021;País Vasco;3156686;144,17;1748723;1612942;73,67
26/10/2021;Canarias;3156279;140,62;1677664;1637217;72,94
06/08/2021;Castilla y Leon;3155882;131,97;1775098;1532396;64,08
25/10/2021;Canarias;3155026;140,57;1677222;1636507;72,91
15/11/2021;Castilla La Mancha;3146421;154;1623150;1566432;76,67
16/11/2021;Castilla La Mancha;3146421;154;1623150;1566432;76,67
17/11/2021;Castilla La Mancha;3146421;154;1623150;1566432;76,67
13/07/2021;Galicia;3144812;116,53;1764009;1511993;56,03
22/10/2021;Canarias;3143388;140,05;1671575;1630571;72,65
06/05/2021;Andalucía;3142850;37,05;2178787;990328;11,67
21/10/2021;Canarias;3141732;139,98;1671004;1629562;72,6
20/10/2021;Canarias;3140255;139,91;1670515;1628689;72,56
19/10/2021;Canarias;3138641;139,84;1669825;1627600;72,52
02/09/2021;País Vasco;3137028;143,28;1743734;1597050;72,94
18/10/2021;Canarias;3136793;139,76;1669101;1626391;72,46
12/11/2021;Castilla La Mancha;3135453;153,46;1622597;1565884;76,64
