Fecha publicación;CCAA;Dosis administradas;Porcentaje de dosis administradas por 100 habitantes;Personas con al menos una dosis;Personas con pauta completa;Porcentaje con pauta completa
13/12/2021;Cataluña;12442613;162,53;6105151;5946825;77,68
27/01/2022;Madrid;12428953;183,98;5725060;5363890;79,4
26/01/2022;Madrid;12402327;183,59;5723226;5362712;79,38
14/09/2021;Andalucía;12393104;146,1;6688341;6379575;75,21
13/09/2021;Andalucía;12393078;146,1;6688316;6379575;75,21
25/01/2022;Madrid;12356897;182,91;5720201;5361360;79,36
10/09/2021;Andalucía;12341490;145,49;6674320;6334932;74,68
16/04/2021;España;12330755;26,04;9002054;3328701;7,03
24/01/2022;Madrid;12326574;182,46;5718047;5360138;79,34
09/09/2021;Andalucía;12289905;144,88;6659490;6290321;74,15
21/01/2022;Madrid;12266992;181,58;5708514;5359082;79,33
08/09/2021;Andalucía;12253781;144,46;6647429;6259600;73,79
20/01/2022;Madrid;12234336;181,1;5705882;5359911;79,34
19/01/2022;Madrid;12208276;180,71;5703114;5358440;79,32
07/09/2021;Andalucía;12204444;143,87;6630781;6217730;73,3
18/01/2022;Madrid;12180799;180,31;5699259;5356945;79,3
06/09/2021;Andalucía;12172659;143,5;6612680;6194433;73,02
17/01/2022;Madrid;12146565;179,8;5695507;5355554;79,28
10/12/2021;Cataluña;12107848;158,16;6093587;5939132;77,58
03/09/2021;Andalucía;12102296;142,67;6592291;6134268;72,31
09/12/2021;Cataluña;12068824;157,65;6086839;5935512;77,53
14/01/2022;Madrid;12066166;178,61;5675660;5351958;79,22
07/12/2021;Cataluña;12049359;157,39;6080797;5932624;77,49
02/09/2021;Andalucía;12028505;141,8;6568538;6073649;71,6
13/01/2022;Madrid;12027845;178,04;5669845;5350280;79,2
12/01/2022;Madrid;11990409;177,49;5665046;5348706;79,17
03/12/2021;Cataluña;11984025;156,54;6065937;5922099;77,36
01/09/2021;Andalucía;11970705;141,12;6553236;6021577;70,99
11/01/2022;Madrid;11952507;176,93;5658075;5347327;79,15
02/12/2021;Cataluña;11931566;155,86;6058138;5918103;77,31
10/01/2022;Madrid;11911918;176,33;5651848;5345887;79,13
31/08/2021;Andalucía;11908862;140,39;6534877;5968704;70,36
15/04/2021;España;11885085;25,1;8631548;3253537;6,87
01/12/2021;Cataluña;11884306;155,24;6050887;5913832;77,25
30/08/2021;Andalucía;11853915;139,74;6521108;5923647;69,83
30/11/2021;Cataluña;11844638;154,72;6044780;5911798;77,22
07/01/2022;Madrid;11822524;175;5623974;5341960;79,07
29/11/2021;Cataluña;11803806;154,19;6035266;5906231;77,15
27/08/2021;Andalucía;11784600;138,93;6502022;5869903;69,2
05/01/2022;Madrid;11784194;174,44;5621122;5340363;79,05
26/11/2021;Cataluña;11769274;153,74;6030260;5904819;77,13
04/01/2022;Madrid;11737383;173,74;5610741;5338788;79,03
29/12/2021;Madrid;11735451;173,71;5535930;5298888;78,44
26/08/2021;Andalucía;11716682;138,12;6483967;5817587;68,58
25/11/2021;Cataluña;11704870;152,89;6026697;5903707;77,12
03/01/2022;Madrid;11687674;173,01;5593386;5337397;79,01
28/12/2021;Madrid;11680929;172,91;5527087;5298888;78,44
24/11/2021;Cataluña;11671591;152,46;6022342;5900882;77,08
23/11/2021;Cataluña;11643335;152,09;6019306;5898878;77,05
25/08/2021;Andalucía;11624401;137,04;6456822;5751416;67,8
22/11/2021;Cataluña;11624032;151,84;6016743;5897401;77,03
27/12/2021;Madrid;11621149;172,02;5513912;5298888;78,44
22/12/2021;Madrid;11600917;171,72;5486338;5298888;78,44
19/11/2021;Cataluña;11588014;151,37;6011353;5889845;76,94
18/11/2021;Cataluña;11555078;150,94;6008056;5886480;76,89
24/08/2021;Andalucía;11548836;136,15;6434931;5694536;67,13
23/12/2021;Madrid;11526283;170,62;5497135;5298888;78,44
17/11/2021;Cataluña;11523072;150,52;6005221;5883644;76,86
16/11/2021;Cataluña;11495686;150,16;6003189;5881040;76,82
21/12/2021;Madrid;11490299;170,09;5476422;5298888;78,44
23/08/2021;Andalucía;11478072;135,31;6413750;5642031;66,51
15/11/2021;Cataluña;11478022;149,93;6001634;5879800;76,8
12/11/2021;Cataluña;11446058;149,51;5997630;5873939;76,73
14/04/2021;España;11436073;24,15;8250887;3185186;6,73
20/12/2021;Madrid;11416348;168,99;5466656;5298888;78,44
11/11/2021;Cataluña;11416329;149,13;5995152;5870868;76,69
30/12/2021;Madrid;11414405;168,96;5544871;5298888;78,44
10/11/2021;Cataluña;11387347;148,75;5992927;5868723;76,66
20/08/2021;Andalucía;11383761;134,2;6378554;5577939;65,76
08/11/2021;Cataluña;11345956;148,21;5989564;5866345;76,63
05/11/2021;Cataluña;11316643;147,82;5985585;5859937;76,55
19/08/2021;Andalucía;11292089;133,12;6342820;5257320;61,98
04/11/2021;Cataluña;11289812;147,47;5982692;5856704;76,5
03/11/2021;Cataluña;11264757;147,15;5980492;5854659;76,48
17/12/2021;Madrid;11264570;166,74;5430741;5298888;78,44
02/11/2021;Cataluña;11244361;146,88;5978203;5850867;76,43
30/10/2021;Cataluña;11227686;146,66;5977108;5849001;76,4
16/12/2021;Madrid;11212741;165,98;5430741;5298888;78,44
28/10/2021;Cataluña;11198984;146,29;5970002;5840382;76,29
18/08/2021;Andalucía;11192510;131,95;6307893;5192203;61,21
27/10/2021;Cataluña;11162824;145,81;5967042;5836802;76,24
15/12/2021;Madrid;11160759;165,21;5430741;5298888;78,44
26/10/2021;Cataluña;11156589;145,73;5964890;5834629;76,21
25/10/2021;Cataluña;11152228;145,68;5962893;5832442;76,19
22/10/2021;Cataluña;11136235;145,47;5956736;5821886;76,05
21/10/2021;Cataluña;11125422;145,33;5952633;5816719;75,98
20/10/2021;Cataluña;11115599;145,2;5948832;5811473;75,91
14/12/2021;Madrid;11110703;164,47;5430741;5298888;78,44
19/10/2021;Cataluña;11108023;145,1;5946142;5808125;75,87
18/10/2021;Cataluña;11101066;145,01;5943762;5804400;75,82
17/08/2021;Andalucía;11093092;130,77;6273663;5126322;60,43
15/10/2021;Cataluña;11086095;144,81;5937131;5791932;75,66
16/08/2021;Andalucía;11077111;130,58;6267416;5116571;60,32
13/04/2021;España;11073657;23,39;7937566;3136091;6,62
14/10/2021;Cataluña;11073512;144,65;5932785;5785758;75,58
13/10/2021;Cataluña;11060754;144,48;5928518;5778139;75,48
13/12/2021;Madrid;11058716;163,7;5430741;5298888;78,44
11/10/2021;Cataluña;11052966;144,38;5925400;5772947;75,41
08/10/2021;Cataluña;11033958;144,13;5918606;5756291;75,19
07/10/2021;Cataluña;11020265;143,95;5913965;5747628;75,08
06/10/2021;Cataluña;11006902;143,78;5909902;5739854;74,98
13/08/2021;Andalucía;10976990;129,4;6213689;5069083;59,76
05/10/2021;Cataluña;10949625;143,03;5906840;5734596;74,91
04/10/2021;Cataluña;10942052;142,93;5902636;5730311;74,85
01/10/2021;Cataluña;10927084;142,74;5896560;5715133;74,65
30/09/2021;Cataluña;10912051;142,54;5891007;5703845;74,51
29/09/2021;Cataluña;10897790;142,35;5886325;5692018;74,35
28/09/2021;Cataluña;10885960;142,2;5881602;5684629;74,26
12/08/2021;Andalucía;10879796;128,26;6161468;5021950;59,2
27/09/2021;Cataluña;10874810;142,05;5877037;5677608;74,16
24/09/2021;Cataluña;10853668;141,78;5869746;5656022;73,88
23/09/2021;Cataluña;10837471;141,56;5863262;5643581;73,72
22/09/2021;Cataluña;10822679;141,37;5856612;5633121;73,58
21/09/2021;Cataluña;10808453;141,19;5850451;5625069;73,48
20/09/2021;Cataluña;10795242;141,01;5845112;5615945;73,36
11/08/2021;Andalucía;10785317;127,14;6105028;4979545;58,7
12/04/2021;España;10784997;22,78;7676560;3108437;6,56
17/09/2021;Cataluña;10764739;140,61;5831495;5587226;72,98
16/09/2021;Cataluña;10746459;140,38;5822939;5573911;72,81
10/12/2021;Madrid;10735102;158,91;5430741;5298888;78,44
15/09/2021;Cataluña;10727914;140,13;5813881;5556522;72,58
09/12/2021;Madrid;10712625;158,57;5428477;5299118;78,44
14/09/2021;Cataluña;10710739;139,91;5805268;5547164;72,46
10/08/2021;Andalucía;10697370;126,11;6055942;4938541;58,22
13/09/2021;Cataluña;10689932;139,64;5795324;5534652;72,3
07/12/2021;Madrid;10688172;158,21;5424852;5299404;78,44
10/09/2021;Cataluña;10650862;139,13;5776550;5505287;71,91
03/12/2021;Madrid;10628425;157,33;5417838;5297204;78,41
09/09/2021;Cataluña;10623451;138,77;5763557;5485895;71,66
02/12/2021;Madrid;10620537;157,21;5414945;5295476;78,39
09/08/2021;Andalucía;10619062;125,18;6012543;4901710;57,78
01/12/2021;Madrid;10593977;156,82;5412328;5293849;78,36
08/09/2021;Cataluña;10593561;138,38;5749524;5466728;71,41
30/11/2021;Madrid;10564236;156,38;5409790;5292273;78,34
06/08/2021;Andalucía;10513955;123,95;5958193;4847887;57,15
07/09/2021;Cataluña;10472665;136,8;5698303;5392839;70,44
29/11/2021;Madrid;10450089;154,69;5399273;5283634;78,21
06/09/2021;Cataluña;10436503;136,33;5688713;5365268;70,08
26/11/2021;Madrid;10435831;154,48;5395291;5282356;78,19
05/08/2021;Andalucía;10423242;122,88;5907554;4803766;56,63
25/11/2021;Madrid;10406173;154,04;5394993;5281951;78,19
24/11/2021;Madrid;10403499;154;5392895;5281355;78,18
23/11/2021;Madrid;10378762;153,63;5390198;5279404;78,15
03/09/2021;Cataluña;10373292;135,5;5672345;5307685;69,33
22/11/2021;Madrid;10353185;153,25;5387867;5277808;78,12
04/08/2021;Andalucía;10331570;121,8;5858116;4757858;56,09
02/09/2021;Cataluña;10326449;134,89;5675025;5244843;68,51
19/11/2021;Madrid;10312737;152,65;5379537;5271021;78,02
01/09/2021;Cataluña;10287820;134,38;5665987;5215105;68,12
18/11/2021;Madrid;10285957;152,26;5377218;5268687;77,99
03/08/2021;Andalucía;10242631;120,75;5799016;4725762;55,71
09/04/2021;España;10231825;21,61;7159716;3072109;6,49
31/08/2021;Cataluña;10207950;133,34;5645191;5154944;67,34
30/08/2021;Cataluña;10207906;133,34;5645191;5154897;67,34
15/11/2021;Madrid;10207333;151,09;5370852;5262497;77,9
16/11/2021;Madrid;10207333;151,09;5370852;5262497;77,9
17/11/2021;Madrid;10207333;151,09;5370852;5262497;77,9
12/11/2021;Madrid;10173245;150,59;5364692;5255846;77,8
02/08/2021;Andalucía;10166500;119,85;5747017;4699417;55,4
11/11/2021;Madrid;10147525;150,21;5362207;5253026;77,76
27/08/2021;Cataluña;10130079;132,32;5628435;5084204;66,41
10/11/2021;Madrid;10125051;149,88;5360321;5250878;77,73
06/05/2022;C. Valenciana;10099473;200,53;4447753;4377344;86,92
08/04/2022;C. Valenciana;10095322;200,45;4443565;4363443;86,64
29/04/2022;C. Valenciana;10092401;200,39;4446690;4374052;86,85
08/11/2021;Madrid;10087653;149,32;5355337;5245198;77,64
22/04/2022;C. Valenciana;10083692;200,22;4445473;4369371;86,76
26/08/2021;Cataluña;10080806;131,68;5617695;5042407;65,87
18/04/2022;C. Valenciana;10078708;200,12;4444868;4366770;86,71
30/07/2021;Andalucía;10061676;118,61;5669482;4668302;55,03
25/03/2022;C. Valenciana;10059436;199,74;4437940;4337897;86,13
05/11/2021;Madrid;10055876;148,85;5350748;5239722;77,56
11/03/2022;C. Valenciana;10035576;199,27;4429963;4306248;85,5
04/11/2021;Madrid;10029999;148,47;5348207;5236738;77,52
25/08/2021;Cataluña;10027960;130,99;5604590;4998017;65,29
18/03/2022;C. Valenciana;10026526;199,09;4433985;4309508;85,57
03/11/2021;Madrid;10005492;148,11;5346205;5234478;77,48
24/08/2021;Cataluña;9976690;130,32;5593132;4957377;64,76
02/11/2021;Madrid;9968213;147,55;5337849;5223036;77,31
29/07/2021;Andalucía;9965811;117,48;5605215;4632313;54,61
30/10/2021;Madrid;9951508;147,31;5337849;5223030;77,31
04/03/2022;C. Valenciana;9949962;197,57;4427815;4191430;83,22
03/03/2022;C. Valenciana;9946429;197,5;4427427;4190948;83,22
02/03/2022;C. Valenciana;9942484;197,42;4426747;4190083;83,2
01/03/2022;C. Valenciana;9938072;197,33;4426204;4189450;83,19
23/08/2021;Cataluña;9937207;129,8;5578705;4931088;64,41
28/02/2022;C. Valenciana;9934761;197,26;4425972;4189048;83,18
25/02/2022;C. Valenciana;9929684;197,16;4425012;4188084;83,16
28/10/2021;Madrid;9929022;146,97;5334961;5219467;77,26
24/02/2022;C. Valenciana;9882417;196,22;4405776;4169182;82,78
27/10/2021;Madrid;9881151;146,27;5332655;5216609;77,22
23/02/2022;C. Valenciana;9876835;196,11;4405294;4168507;82,77
26/10/2021;Madrid;9875100;146,18;5330514;5213789;77,18
25/10/2021;Madrid;9870147;146,1;5328683;5211380;77,14
28/07/2021;Andalucía;9868322;116,33;5532550;4603487;54,27
20/08/2021;Cataluña;9862844;128,83;5553197;4852767;63,39
22/10/2021;Madrid;9854108;145,87;5323002;5202266;77,01
21/10/2021;Madrid;9848126;145,78;5321369;5199609;76,97
20/10/2021;Madrid;9843115;145,7;5319870;5197098;76,93
19/10/2021;Madrid;9837452;145,62;5318306;5194422;76,89
18/10/2021;Madrid;9832598;145,55;5316707;5192127;76,86
22/02/2022;C. Valenciana;9830456;195,19;4404837;4128628;81,98
21/02/2022;C. Valenciana;9825027;195,09;4404413;4128269;81,97
19/08/2021;Cataluña;9820205;128,28;5536818;4834432;63,15
18/02/2022;C. Valenciana;9817013;194,93;4403098;4127512;81,96
15/10/2021;Madrid;9815994;145,3;5310890;5181533;76,7
08/04/2021;España;9811529;20,72;6791079;3020450;6,38
14/10/2021;Madrid;9808594;145,19;5308496;5177838;76,65
17/02/2022;C. Valenciana;9807082;194,73;4401195;4127063;81,95
13/10/2021;Madrid;9802899;145,11;5307091;5174888;76,6
16/02/2022;C. Valenciana;9796698;194,52;4398913;4102022;81,45
11/10/2021;Madrid;9794839;144,99;5304386;5170450;76,54
15/02/2022;C. Valenciana;9785689;194,3;4396775;4101481;81,44
27/07/2021;Andalucía;9778509;115,28;5471416;4570198;53,88
18/08/2021;Cataluña;9778037;127,73;5521312;4798949;62,69
14/02/2022;C. Valenciana;9775732;194,11;4395005;4101131;81,43
11/02/2022;C. Valenciana;9759170;193,78;4392578;4100407;81,42
08/10/2021;Madrid;9758710;144,45;5294682;5150486;76,24
07/10/2021;Madrid;9757303;144,43;5294332;5149633;76,23
06/10/2021;Madrid;9753797;144,38;5293691;5148102;76,2
10/02/2022;C. Valenciana;9744335;193,48;4390953;4099638;81,4
17/08/2021;Cataluña;9732061;127,13;5502813;4762903;62,22
09/02/2022;C. Valenciana;9728458;193,17;4390485;4098894;81,39
05/10/2021;Madrid;9721928;143,91;5291722;5143540;76,14
04/10/2021;Madrid;9716008;143,82;5289718;5139038;76,07
08/02/2022;C. Valenciana;9709065;192,78;4390139;4098251;81,37
26/07/2021;Andalucía;9705376;114,41;5422317;4542412;53,55
07/02/2022;C. Valenciana;9691211;192,43;4389888;4097773;81,37
01/10/2021;Madrid;9689324;143,43;5283605;5116749;75,74
16/08/2021;Cataluña;9682820;126,48;5470008;4742781;61,95
30/09/2021;Madrid;9678924;143,27;5281007;5108167;75,61
04/02/2022;C. Valenciana;9673398;192,07;4389502;4097136;81,35
29/09/2021;Madrid;9666850;143,09;5277407;5098540;75,47
28/09/2021;Madrid;9654784;142,92;5274803;5088413;75,32
03/02/2022;C. Valenciana;9652529;191,66;4389103;4096532;81,34
27/09/2021;Madrid;9642916;142,74;5271816;5078657;75,18
02/02/2022;C. Valenciana;9629633;191,21;4388670;4095861;81,33
24/09/2021;Madrid;9609200;142,24;5262937;5051400;74,77
23/09/2021;Madrid;9597955;142,07;5259714;5042547;74,64
13/08/2021;Cataluña;9588955;125,26;5418946;4690994;61,28
31/01/2022;C. Valenciana;9584321;190,31;4387874;4094441;81,3
01/02/2022;C. Valenciana;9584321;190,31;4387874;4094441;81,3
23/07/2021;Andalucía;9581359;112,95;5361032;4475153;52,76
22/09/2021;Madrid;9576098;141,75;5254973;5023867;74,37
21/09/2021;Madrid;9562454;141,55;5251613;5012430;74,2
28/01/2022;C. Valenciana;9560376;189,83;4386871;4093857;81,29
20/09/2021;Madrid;9546506;141,31;5247529;4999281;74
27/01/2022;C. Valenciana;9533988;189,31;4385134;4092972;81,27
12/08/2021;Cataluña;9526354;124,44;5391091;4650889;60,75
26/01/2022;C. Valenciana;9504224;188,72;4382558;4091860;81,25
17/09/2021;Madrid;9479101;140,31;5226964;4935474;73,06
25/01/2022;C. Valenciana;9473004;188,1;4379310;4090881;81,23
11/08/2021;Cataluña;9468445;123,68;5355249;4625486;60,42
22/07/2021;Andalucía;9464310;111,57;5302458;4411374;52
16/09/2021;Madrid;9458545;140,01;5222228;4918043;72,8
24/01/2022;C. Valenciana;9444248;187,52;4374494;4090235;81,22
15/09/2021;Madrid;9434500;139,65;5217036;4897570;72,5
14/09/2021;Madrid;9414293;139,36;5212747;4880315;72,24
21/01/2022;C. Valenciana;9412673;186,9;4366976;4089541;81,2
10/08/2021;Cataluña;9406558;122,87;5309412;4608129;60,19
13/09/2021;Madrid;9391925;139,02;5207715;4861831;71,97
20/01/2022;C. Valenciana;9376383;186,18;4357015;4087984;81,17
09/08/2021;Cataluña;9365259;122,33;5279187;4594807;60,02
21/07/2021;Andalucía;9357953;110,32;5250091;4351754;51,3
07/04/2021;España;9357847;19,76;6416016;2941831;6,21
10/09/2021;Madrid;9356343;138,5;5190132;4838632;71,62
19/01/2022;C. Valenciana;9334758;185,35;4340911;4086464;81,14
09/09/2021;Madrid;9327141;138,07;5181330;4815697;71,28
08/09/2021;Madrid;9290605;137,52;5172233;4785450;70,84
18/01/2022;C. Valenciana;9289342;184,45;4321324;4085002;81,11
06/08/2021;Cataluña;9275162;121,16;5224989;4544644;59,36
20/07/2021;Andalucía;9253259;109,08;5203465;4289840;50,57
07/09/2021;Madrid;9252611;136,96;5160943;4755930;70,4
17/01/2022;C. Valenciana;9250058;183,67;4304325;4083845;81,09
29/12/2021;C. Valenciana;9213598;182,94;4242198;4054572;80,51
05/08/2021;Cataluña;9210709;120,31;5182778;4515636;58,99
06/09/2021;Madrid;9207012;136,29;5144497;4723386;69,92
14/01/2022;C. Valenciana;9198349;182,64;4279547;4082759;81,07
28/12/2021;C. Valenciana;9165110;181,98;4242107;4054572;80,51
13/01/2022;C. Valenciana;9153212;181,75;4260686;4080903;81,03
04/08/2021;Cataluña;9147244;119,49;5132622;4498644;58,76
12/01/2022;C. Valenciana;9125066;181,19;4258741;4079538;81
27/12/2021;C. Valenciana;9120003;181,09;4242060;4054572;80,51
19/07/2021;Andalucía;9117784;107,49;5159037;4192935;49,43
03/09/2021;Madrid;9115307;134,93;5119871;4649698;68,83
11/01/2022;C. Valenciana;9095323;180,6;4257427;4078111;80,97
03/08/2021;Cataluña;9089329;118,73;5085670;4485211;58,59
10/01/2022;C. Valenciana;9073864;180,17;4256523;4076836;80,95
02/09/2021;Madrid;9070433;134,27;5106027;4615111;68,32
23/12/2021;C. Valenciana;9065313;180;4236595;4053311;80,48
07/01/2022;C. Valenciana;9050963;179,72;4255195;4075624;80,93
02/08/2021;Cataluña;9047315;118,18;5063727;4463604;58,31
05/01/2022;C. Valenciana;9032858;179,36;4254065;4074611;80,91
01/09/2021;Madrid;9031012;133,68;5092529;4585975;67,88
06/04/2021;España;9021001;19,05;6118710;2902291;6,13
04/01/2022;C. Valenciana;9004387;178,79;4252413;4073295;80,88
22/12/2021;C. Valenciana;9001236;178,73;4221844;4052320;80,46
16/07/2021;Andalucía;8986153;105,93;5109966;4103653;48,38
31/08/2021;Madrid;8983187;132,97;5072420;4554332;67,42
03/01/2022;C. Valenciana;8979077;178,29;4251091;4072162;80,86
30/12/2021;C. Valenciana;8939840;177,51;4242977;4054572;80,51
30/08/2021;Madrid;8938627;132,31;5052860;4525852;66,99
30/07/2021;Cataluña;8938127;116,75;5015902;4389893;57,34
27/08/2021;Madrid;8917860;132,01;5048548;4508791;66,74
